========================================
= 任务ID数据，由灰色枫叶GM工具自动生成 =
========================================
任务ID:85 名字:被选择者的象征      STR值：STR_QUEST_NAME_Q9510
任务ID:21228 名字:[联盟]夺回巴卡巴塔封印塔      STR值：STR_QUEST_NAME_Q21228
任务ID:21229 名字:[每日]德拉科比扫荡作战      STR值：STR_QUEST_NAME_Q21229
任务ID:21230 名字:[每日]要塞安定化作战      STR值：STR_QUEST_NAME_Q21230
任务ID:21231 名字:[部队]扰乱敌人的防御      STR值：STR_QUEST_NAME_Q21231
任务ID:21232 名字:[联盟]夺回红色大地神殿      STR值：STR_QUEST_NAME_Q21232
任务ID:21233 名字:[潜入/每日]补给用的粮食      STR值：STR_QUEST_NAME_Q21233
任务ID:21234 名字:[潜入/每日]要塞周围的西德罗食人花      STR值：STR_QUEST_NAME_Q21234
任务ID:21235 名字:[潜入/每日]防御力强化方案      STR值：STR_QUEST_NAME_Q21235
任务ID:21236 名字:[潜入/每日]军事作战的妨碍      STR值：STR_QUEST_NAME_Q21236
任务ID:21237 名字:妨碍执行任务的发光体      STR值：STR_QUEST_NAME_Q21237
任务ID:21238 名字:索罗罗伯的苦恼      STR值：STR_QUEST_NAME_Q21238
任务ID:21239 名字:送给格斯塔巴的东西      STR值：STR_QUEST_NAME_Q21239
任务ID:21240 名字:占据间歇泉的咻咻      STR值：STR_QUEST_NAME_Q21240
任务ID:21241 名字:[组队]扫荡第56德拉坎上级兵      STR值：STR_QUEST_NAME_Q21241
任务ID:21242 名字:索罗罗伯的项链      STR值：STR_QUEST_NAME_Q21242
任务ID:21243 名字:萨克迪的水晶球      STR值：STR_QUEST_NAME_Q21243
任务ID:21244 名字:格尔克马洛斯龙族研究所      STR值：STR_QUEST_NAME_Q21244
任务ID:21245 名字:塔纳尔的愿望      STR值：STR_QUEST_NAME_Q21245
任务ID:21246 名字:危险的改良蜂群      STR值：STR_QUEST_NAME_Q21246
任务ID:21247 名字:关在活体研究所里的守护者      STR值：STR_QUEST_NAME_Q21247
任务ID:21248 名字:装在盔甲上的武器      STR值：STR_QUEST_NAME_Q21248
任务ID:21249 名字:逃出纳杜卡活体研究所      STR值：STR_QUEST_NAME_Q21249
任务ID:21250 名字:[潜入/联盟]命运之大剑      STR值：STR_QUEST_NAME_Q21250
任务ID:21251 名字:为了更好的大剑      STR值：STR_QUEST_NAME_Q21251
任务ID:21252 名字:[潜入/联盟]命运之法书      STR值：STR_QUEST_NAME_Q21252
任务ID:21253 名字:为了更好的法书      STR值：STR_QUEST_NAME_Q21253
任务ID:21254 名字:[潜入/联盟]命运之弓      STR值：STR_QUEST_NAME_Q21254
任务ID:21255 名字:为了更好的弓      STR值：STR_QUEST_NAME_Q21255
任务ID:21256 名字:[潜入/联盟]命运之短剑      STR值：STR_QUEST_NAME_Q21256
任务ID:21257 名字:为了更好的短剑      STR值：STR_QUEST_NAME_Q21257
任务ID:21258 名字:[潜入/联盟]命运之战棍      STR值：STR_QUEST_NAME_Q21258
任务ID:21259 名字:为了更好的战棍      STR值：STR_QUEST_NAME_Q21259
任务ID:21260 名字:[潜入/联盟]命运之宝珠      STR值：STR_QUEST_NAME_Q21260
任务ID:21261 名字:为了更好的宝珠      STR值：STR_QUEST_NAME_Q21261
任务ID:21262 名字:[潜入/联盟]命运之战戟      STR值：STR_QUEST_NAME_Q21262
任务ID:21263 名字:为了更好的战戟      STR值：STR_QUEST_NAME_Q21263
任务ID:21264 名字:[潜入/联盟]命运之法杖      STR值：STR_QUEST_NAME_Q21264
任务ID:21265 名字:为了更好的法杖      STR值：STR_QUEST_NAME_Q21265
任务ID:21266 名字:[潜入/联盟]命运之长剑      STR值：STR_QUEST_NAME_Q21266
任务ID:21267 名字:为了更好的长剑      STR值：STR_QUEST_NAME_Q21267
任务ID:21268 名字:泰格拉克之上衣      STR值：STR_QUEST_NAME_Q21268
任务ID:21269 名字:泰格拉克之下衣      STR值：STR_QUEST_NAME_Q21269
任务ID:21270 名字:泰格拉克之鞋      STR值：STR_QUEST_NAME_Q21270
任务ID:21271 名字:泰格拉克之手套      STR值：STR_QUEST_NAME_Q21271
任务ID:21272 名字:泰格拉克之护肩      STR值：STR_QUEST_NAME_Q21272
任务ID:21273 名字:索罗罗伯的耳环      STR值：STR_QUEST_NAME_Q21273
任务ID:21274 名字:索罗罗伯的戒指      STR值：STR_QUEST_NAME_Q21274
任务ID:21275 名字:泰格拉克之武器      STR值：STR_QUEST_NAME_Q21275
任务ID:21276 名字:泰格拉克之盾      STR值：STR_QUEST_NAME_Q21276
任务ID:21277 名字:龙族的烙印之石研究      STR值：STR_QUEST_NAME_Q21277
任务ID:21278 名字:加拉斯的报答      STR值：STR_QUEST_NAME_Q21278
任务ID:21279 名字:[魔石批量交换]梅克塞斯的魔石袋      STR值：STR_QUEST_NAME_Q21279
任务ID:21280 名字:[魔石批量交换]梅克塞斯的魔石包袱      STR值：STR_QUEST_NAME_Q21280
任务ID:21281 名字:[遗物奖励]古代圣像      STR值：STR_QUEST_NAME_Q21281
任务ID:21282 名字:[遗物奖励]古代印章      STR值：STR_QUEST_NAME_Q21282
任务ID:21283 名字:[遗物奖励]古代圣杯      STR值：STR_QUEST_NAME_Q21283
任务ID:21284 名字:[遗物奖励]古代王冠      STR值：STR_QUEST_NAME_Q21284
任务ID:21285 名字:[遗物批量奖励]古代圣像      STR值：STR_QUEST_NAME_Q21285
任务ID:21286 名字:[遗物批量奖励]古代印章      STR值：STR_QUEST_NAME_Q21286
任务ID:21287 名字:[遗物批量奖励]古代圣杯      STR值：STR_QUEST_NAME_Q21287
任务ID:21288 名字:[遗物批量奖励]古代王冠      STR值：STR_QUEST_NAME_Q21288
任务ID:21289 名字:格尔克马洛斯的危机      STR值：STR_QUEST_NAME_Q21289
任务ID:21290 名字:[每日]泰格拉克的祝福      STR值：STR_QUEST_NAME_Q21290
任务ID:21291 名字:泰格拉克的礼物      STR值：STR_QUEST_NAME_Q21291
任务ID:21292 名字:[每日/部队]鸢族的委托      STR值：STR_QUEST_NAME_Q21292
任务ID:21293 名字:格尔克马洛斯的亚龙      STR值：STR_QUEST_NAME_Q21293
任务ID:21294 名字:[部队]狩猎亚龙      STR值：STR_QUEST_NAME_Q21294
任务ID:21295 名字:[部队]帕德玛夏的蛋1      STR值：STR_QUEST_NAME_Q21295
任务ID:21296 名字:帕德玛夏的蛋2      STR值：STR_QUEST_NAME_Q21296
任务ID:21297 名字:[潜入/联盟]命运之魔力枪      STR值：STR_QUEST_NAME_Q21297
任务ID:21298 名字:为了更好的魔力枪      STR值：STR_QUEST_NAME_Q21298
任务ID:21299 名字:[潜入/联盟]命运之魔力炮      STR值：STR_QUEST_NAME_Q21299
任务ID:21300 名字:为了更好的魔力炮      STR值：STR_QUEST_NAME_Q21300
任务ID:21301 名字:[潜入/联盟]命运之弦乐器      STR值：STR_QUEST_NAME_Q21301
任务ID:21302 名字:为了更好的弦乐器      STR值：STR_QUEST_NAME_Q21302
任务ID:21303 名字:[潜入/联盟]命运之启动钥匙      STR值：STR_QUEST_NAME_Q21303
任务ID:21304 名字:为了更好的启动钥匙      STR值：STR_QUEST_NAME_Q21304
任务ID:21305 名字:追踪提亚马特军团      STR值：STR_QUEST_NAME_Q21305
任务ID:21306 名字:[部队]摧毁敌人的防线      STR值：STR_QUEST_NAME_Q21306
任务ID:21307 名字:[联盟]夺回巴卡巴塔封印塔      STR值：STR_QUEST_NAME_Q21307
任务ID:21308 名字:[部队]消灭敌人的警备兵      STR值：STR_QUEST_NAME_Q21308
任务ID:21309 名字:[联盟]夺回红色大地神殿      STR值：STR_QUEST_NAME_Q21309
任务ID:21311 名字:[周四/周日]哥尔哈进军通道攻击支援      STR值：STR_QUEST_NAME_Q21311
任务ID:21312 名字:[周四/周日]破坏哥尔哈渗透计划      STR值：STR_QUEST_NAME_Q21312
任务ID:21313 名字:[周四/周日]哥尔哈进军通道攻击命令      STR值：STR_QUEST_NAME_Q21313
任务ID:21314 名字:[周四/周日]阻止哥尔哈渗透兵力      STR值：STR_QUEST_NAME_Q21314
任务ID:21315 名字:[周四/周日]哥尔哈高原支援      STR值：STR_QUEST_NAME_Q21315
任务ID:21316 名字:[周四/周日]哥尔哈攻击通道派遣      STR值：STR_QUEST_NAME_Q21316
任务ID:21317 名字:[周四/周日]哥尔哈高原派遣      STR值：STR_QUEST_NAME_Q21317
任务ID:21318 名字:[周四/周日]哥尔哈攻击通道支援      STR值：STR_QUEST_NAME_Q21318
任务ID:21320 名字:新大陆之开拓者      STR值：STR_QUEST_NAME_Q21320
任务ID:21323 名字:向格尔克马洛斯聚集的守护者      STR值：STR_QUEST_NAME_Q21323
任务ID:21324 名字:[潜入/每日]英吉斯温渗透作战      STR值：STR_QUEST_NAME_Q21324
任务ID:21325 名字:[每日]消灭格尔克马洛斯入侵势力      STR值：STR_QUEST_NAME_Q21325
任务ID:21326 名字:威胁鸢族的狮蝎      STR值：STR_QUEST_NAME_Q21326
任务ID:21327 名字:费尔尼尔的休憩      STR值：STR_QUEST_NAME_Q21327
任务ID:21329 名字:[紧急指令]德米特尔的天族入侵警报      STR值：STR_QUEST_NAME_Q21329
任务ID:21330 名字:[紧急指令]格拉斯特拉的回廊突击作战      STR值：STR_QUEST_NAME_Q21330
任务ID:21331 名字:[紧急指令]赫尼卡尔的英吉斯温奇袭作战      STR值：STR_QUEST_NAME_Q21331
任务ID:21332 名字:[组队]出现于回廊的妨碍者      STR值：STR_QUEST_NAME_Q21332
任务ID:21333 名字:[部队]占据要塞的龙信徒      STR值：STR_QUEST_NAME_Q21333
任务ID:21334 名字:[联盟]危险的突变生物与守护者      STR值：STR_QUEST_NAME_Q21334
任务ID:21340 名字:[每周]消灭第101基地龙族先遣队      STR值：STR_QUEST_NAME_Q21340
任务ID:21341 名字:[每周]消灭第101基地天族搜索队      STR值：STR_QUEST_NAME_Q21341
任务ID:21342 名字:[每周]消灭第102基地龙族先遣队      STR值：STR_QUEST_NAME_Q21342
任务ID:21343 名字:[每周]消灭第102基地天族搜索队      STR值：STR_QUEST_NAME_Q21343
任务ID:21344 名字:[每周]消灭第103基地龙族先遣队      STR值：STR_QUEST_NAME_Q21344
任务ID:21345 名字:[每周]消灭第103基地天族搜索队      STR值：STR_QUEST_NAME_Q21345
任务ID:21346 名字:[每周]消灭第104基地龙族先遣队      STR值：STR_QUEST_NAME_Q21346
任务ID:21347 名字:[每周]消灭第104基地天族搜索队      STR值：STR_QUEST_NAME_Q21347
任务ID:21348 名字:[每周]消灭第105基地龙族先遣队      STR值：STR_QUEST_NAME_Q21348
任务ID:21349 名字:[每周]消灭第105基地天族搜索队      STR值：STR_QUEST_NAME_Q21349
任务ID:21350 名字:[每周]消灭第106基地龙族先遣队      STR值：STR_QUEST_NAME_Q21350
任务ID:21351 名字:[每周]消灭第106基地天族搜索队      STR值：STR_QUEST_NAME_Q21351
任务ID:21352 名字:[每周]消灭第107基地龙族先遣队      STR值：STR_QUEST_NAME_Q21352
任务ID:21353 名字:[每周]消灭第107基地天族搜索队      STR值：STR_QUEST_NAME_Q21353
任务ID:21360 名字:[紧急指令]德库图的请求      STR值：STR_QUEST_NAME_Q21360
任务ID:21361 名字:[紧急指令]普尔贝克的请求      STR值：STR_QUEST_NAME_Q21361
任务ID:21362 名字:[紧急指令]普雷莱恩的请求      STR值：STR_QUEST_NAME_Q21362
任务ID:21363 名字:[紧急指令]盖图鲁特的请求      STR值：STR_QUEST_NAME_Q21363
任务ID:21364 名字:[紧急指令]普莱多克的请求      STR值：STR_QUEST_NAME_Q21364
任务ID:21365 名字:[紧急指令]西提奈的请求      STR值：STR_QUEST_NAME_Q21365
任务ID:21366 名字:[紧急指令]巴尔修德的请求      STR值：STR_QUEST_NAME_Q21366
任务ID:21370 名字:[每周]守卫第201基地      STR值：STR_QUEST_NAME_Q21370
任务ID:21371 名字:[每周]防卫第201基地      STR值：STR_QUEST_NAME_Q21371
任务ID:21372 名字:[每周]守卫第202基地      STR值：STR_QUEST_NAME_Q21372
任务ID:21373 名字:[每周]防卫第202基地      STR值：STR_QUEST_NAME_Q21373
任务ID:21374 名字:[每周]守卫第203基地      STR值：STR_QUEST_NAME_Q21374
任务ID:21375 名字:[每周]防卫第203基地      STR值：STR_QUEST_NAME_Q21375
任务ID:21376 名字:[每周]守卫第204基地      STR值：STR_QUEST_NAME_Q21376
任务ID:21377 名字:[每周]防卫第204基地      STR值：STR_QUEST_NAME_Q21377
任务ID:21378 名字:[每周]守卫第205基地      STR值：STR_QUEST_NAME_Q21378
任务ID:21379 名字:[每周]防卫第205基地      STR值：STR_QUEST_NAME_Q21379
任务ID:21380 名字:[每周]守卫第206基地      STR值：STR_QUEST_NAME_Q21380
任务ID:21381 名字:[每周]防卫第206基地      STR值：STR_QUEST_NAME_Q21381
任务ID:21382 名字:[每周]守卫第207基地      STR值：STR_QUEST_NAME_Q21382
任务ID:21383 名字:[每周]防卫第207基地      STR值：STR_QUEST_NAME_Q21383
任务ID:21390 名字:[紧急指令]达比伦的请求      STR值：STR_QUEST_NAME_Q21390
任务ID:21391 名字:[紧急指令]赫尔缇丹迪的请求      STR值：STR_QUEST_NAME_Q21391
任务ID:21392 名字:[紧急指令]佩尔本的请求      STR值：STR_QUEST_NAME_Q21392
任务ID:21393 名字:[紧急指令]哈兰尼拉的请求      STR值：STR_QUEST_NAME_Q21393
任务ID:21394 名字:[紧急指令]库特兰的请求      STR值：STR_QUEST_NAME_Q21394
任务ID:21395 名字:[紧急指令]比尔莱亚的请求      STR值：STR_QUEST_NAME_Q21395
任务ID:21396 名字:[紧急指令]佩巴尔的请求      STR值：STR_QUEST_NAME_Q21396
任务ID:21400 名字:[副本/部队]调查亚龙的威胁      STR值：STR_QUEST_NAME_Q21400
任务ID:21401 名字:[副本/每日/部队]鸢族皮罗提的委托      STR值：STR_QUEST_NAME_Q21401
任务ID:21402 名字:[副本/每日/部队]消灭亚龙      STR值：STR_QUEST_NAME_Q21402
任务ID:21450 名字:寻找卡斯帕的嫩叶      STR值：STR_QUEST_NAME_Q21450
任务ID:21451 名字:从卡斯帕那里获得的瓶子      STR值：STR_QUEST_NAME_Q21451
任务ID:21452 名字:以毒攻毒      STR值：STR_QUEST_NAME_Q21452
任务ID:21453 名字:米埃奈尔的果实      STR值：STR_QUEST_NAME_Q21453
任务ID:21454 名字:为了获得果实      STR值：STR_QUEST_NAME_Q21454
任务ID:21455 名字:解毒剂的材料      STR值：STR_QUEST_NAME_Q21455
任务ID:21456 名字:研究突变昆虫      STR值：STR_QUEST_NAME_Q21456
任务ID:21457 名字:寻找生长痕      STR值：STR_QUEST_NAME_Q21457
任务ID:21458 名字:卡斯帕生命体研究结果      STR值：STR_QUEST_NAME_Q21458
任务ID:21459 名字:卡斯帕的长满青苔的树干      STR值：STR_QUEST_NAME_Q21459
任务ID:21460 名字:黑暗术古的情况      STR值：STR_QUEST_NAME_Q21460
任务ID:21461 名字:谁丢的书      STR值：STR_QUEST_NAME_Q21461
任务ID:21463 名字:灵魂的委托      STR值：STR_QUEST_NAME_Q21463
任务ID:21464 名字:卡斯帕的伤口      STR值：STR_QUEST_NAME_Q21464
任务ID:21465 名字:[铸币]奇怪的种子      STR值：STR_QUEST_NAME_Q21465
任务ID:21467 名字:[铸币]阿毗昙的产卵      STR值：STR_QUEST_NAME_Q21467
任务ID:21468 名字:拥有强大力量的东西      STR值：STR_QUEST_NAME_Q21468
任务ID:21469 名字:[副本]多乐金的遭遇      STR值：STR_QUEST_NAME_Q21469
任务ID:21470 名字:[副本/每日]赫提亚的委托      STR值：STR_QUEST_NAME_Q21470
任务ID:21500 名字:沙漠中让人头疼的东西      STR值：STR_QUEST_NAME_Q21500
任务ID:21501 名字:该下地狱的家伙      STR值：STR_QUEST_NAME_Q21501
任务ID:21502 名字:威胁难民的生物      STR值：STR_QUEST_NAME_Q21502
任务ID:21503 名字:带刺的花      STR值：STR_QUEST_NAME_Q21503
任务ID:21504 名字:到底是多强的家伙？      STR值：STR_QUEST_NAME_Q21504
任务ID:21505 名字:为了未来      STR值：STR_QUEST_NAME_Q21505
任务ID:21506 名字:特快配送      STR值：STR_QUEST_NAME_Q21506
任务ID:21507 名字:人生逆转的机会      STR值：STR_QUEST_NAME_Q21507
任务ID:21508 名字:侥幸的计划      STR值：STR_QUEST_NAME_Q21508
任务ID:21509 名字:决定性证据      STR值：STR_QUEST_NAME_Q21509
任务ID:21510 名字:坚硬的果实？      STR值：STR_QUEST_NAME_Q21510
任务ID:21511 名字:[组队]玷污祭坛      STR值：STR_QUEST_NAME_Q21511
任务ID:21512 名字:没有研究价值的生物      STR值：STR_QUEST_NAME_Q21512
任务ID:21513 名字:无聊的任务      STR值：STR_QUEST_NAME_Q21513
任务ID:21514 名字:困难的任务      STR值：STR_QUEST_NAME_Q21514
任务ID:21515 名字:[每周/组队]用处很多的材料      STR值：STR_QUEST_NAME_Q21515
任务ID:21516 名字:[每周/组队]萨洛莫内的邀请      STR值：STR_QUEST_NAME_Q21516
任务ID:21517 名字:搜集确凿的证据      STR值：STR_QUEST_NAME_Q21517
任务ID:21518 名字:知己知彼，百战百胜      STR值：STR_QUEST_NAME_Q21518
任务ID:21519 名字:想要特殊司令部证物的卡哇灵      STR值：STR_QUEST_NAME_Q21519
任务ID:21520 名字:想要特殊司令部证物的豪娜琳琳      STR值：STR_QUEST_NAME_Q21520
任务ID:21521 名字:[功勋]到血斗圆盘去      STR值：STR_QUEST_NAME_Q21521
任务ID:21522 名字:希埃尔之枪      STR值：STR_QUEST_NAME_Q21522
任务ID:21523 名字:修理所需的奥德      STR值：STR_QUEST_NAME_Q21523
任务ID:21524 名字:[功勋/每周/部队]证明魔族的力量      STR值：STR_QUEST_NAME_Q21524
任务ID:21525 名字:[功勋/每日/组队]消灭地下工房工人      STR值：STR_QUEST_NAME_Q21525
任务ID:21550 名字:拥有更强力量的资格      STR值：STR_QUEST_NAME_Q21550
任务ID:21551 名字:证明力量      STR值：STR_QUEST_NAME_Q21551
任务ID:21552 名字:证明实力      STR值：STR_QUEST_NAME_Q21552
任务ID:21553 名字:证明战斗力      STR值：STR_QUEST_NAME_Q21553
任务ID:22000 名字:消灭空洞中的生命体      STR值：STR_QUEST_NAME_Q22000
任务ID:22001 名字:制作药水的毒液      STR值：STR_QUEST_NAME_Q22001
任务ID:22002 名字:消灭训练所兵力      STR值：STR_QUEST_NAME_Q22002
任务ID:22003 名字:削弱龟裂力量      STR值：STR_QUEST_NAME_Q22003
任务ID:22004 名字:护送补给品      STR值：STR_QUEST_NAME_Q22004
任务ID:22005 名字:监视的妨碍者      STR值：STR_QUEST_NAME_Q22005
任务ID:22006 名字:[功勋/每日]牵制天族      STR值：STR_QUEST_NAME_Q22006
任务ID:22007 名字:消灭重力生命体      STR值：STR_QUEST_NAME_Q22007
任务ID:22008 名字:珍贵的鹅卵石      STR值：STR_QUEST_NAME_Q22008
任务ID:22009 名字:羞耻的同族      STR值：STR_QUEST_NAME_Q22009
任务ID:22010 名字:蜘蛛的腿      STR值：STR_QUEST_NAME_Q22010
任务ID:22011 名字:[功勋/组队]讨伐巴兹拉萨军团      STR值：STR_QUEST_NAME_Q22011
任务ID:22012 名字:有用的熔岩精髓      STR值：STR_QUEST_NAME_Q22012
任务ID:22013 名字:污染温泉的生命体      STR值：STR_QUEST_NAME_Q22013
任务ID:22014 名字:对身体有好处的内脏      STR值：STR_QUEST_NAME_Q22014
任务ID:22015 名字:帮助消灭龙信徒      STR值：STR_QUEST_NAME_Q22015
任务ID:22016 名字:[功勋]削弱巴兹拉萨军团      STR值：STR_QUEST_NAME_Q22016
任务ID:22017 名字:佩特罗前哨基地的治安      STR值：STR_QUEST_NAME_Q22017
任务ID:22018 名字:搜集魔力结晶      STR值：STR_QUEST_NAME_Q22018
任务ID:22019 名字:[功勋/组队]讨伐萨特拉军团      STR值：STR_QUEST_NAME_Q22019
任务ID:22020 名字:遗迹的安全      STR值：STR_QUEST_NAME_Q22020
任务ID:22021 名字:造成妨碍的独眼巨人      STR值：STR_QUEST_NAME_Q22021
任务ID:22022 名字:[功勋/每日/组队]搜集德拉坎肩章      STR值：STR_QUEST_NAME_Q22022
任务ID:22023 名字:美味的布拉克斯      STR值：STR_QUEST_NAME_Q22023
任务ID:22024 名字:骚扰术古的拉菲利玛      STR值：STR_QUEST_NAME_Q22024
任务ID:22025 名字:[每日]消灭天族      STR值：STR_QUEST_NAME_Q22025
任务ID:22026 名字:[功勋]守护军团的金色徽章      STR值：STR_QUEST_NAME_Q22026
任务ID:22027 名字:[功勋/每周]消灭守护军团      STR值：STR_QUEST_NAME_Q22027
任务ID:22028 名字:[功勋/每日]消灭城堡中的天族      STR值：STR_QUEST_NAME_Q22028
任务ID:22029 名字:[功勋/组队]除掉副队长      STR值：STR_QUEST_NAME_Q22029
任务ID:22030 名字:搜集标识结晶      STR值：STR_QUEST_NAME_Q22030
任务ID:22031 名字:寻找城堡入口      STR值：STR_QUEST_NAME_Q22031
任务ID:22032 名字:[组队]破坏龙帝的宝珠      STR值：STR_QUEST_NAME_Q22032
任务ID:22033 名字:[功勋/每日]守护军团的魔力炮      STR值：STR_QUEST_NAME_Q22033
任务ID:22034 名字:[功勋/每周/组队]守护军团的红色戒指      STR值：STR_QUEST_NAME_Q22034
任务ID:22035 名字:[功勋/组队]消灭天族情报员      STR值：STR_QUEST_NAME_Q22035
任务ID:22036 名字:[功勋]消灭守护军团侦察队员      STR值：STR_QUEST_NAME_Q22036
任务ID:22037 名字:[功勋/组队]消灭守护军团头目      STR值：STR_QUEST_NAME_Q22037
任务ID:22040 名字:[功勋/每日]搜集药水材料      STR值：STR_QUEST_NAME_Q22040
任务ID:22044 名字:[功勋/每周]妨碍警戒的东西      STR值：STR_QUEST_NAME_Q22044
任务ID:22049 名字:[功勋/部队]参加占领战      STR值：STR_QUEST_NAME_Q22049
任务ID:22050 名字:[功勋/每日]毫不犹豫的处决      STR值：STR_QUEST_NAME_Q22050
任务ID:22051 名字:消灭天族侦察队员      STR值：STR_QUEST_NAME_Q22051
任务ID:22052 名字:消灭天族侦察队长      STR值：STR_QUEST_NAME_Q22052
任务ID:22053 名字:[每日/组队]驻地的实体      STR值：STR_QUEST_NAME_Q22053
任务ID:22054 名字:[每日/组队]消灭实体上级守护兵      STR值：STR_QUEST_NAME_Q22054
任务ID:22055 名字:和秘密工作员接头      STR值：STR_QUEST_NAME_Q22055
任务ID:22056 名字:消灭任务妨碍者      STR值：STR_QUEST_NAME_Q22056
任务ID:22057 名字:愤怒生命体      STR值：STR_QUEST_NAME_Q22057
任务ID:22058 名字:拉希的项圈      STR值：STR_QUEST_NAME_Q22058
任务ID:22059 名字:狮蝎的角      STR值：STR_QUEST_NAME_Q22059
任务ID:22060 名字:翅膀奖励      STR值：STR_QUEST_NAME_Q22060
任务ID:22061 名字:喷泉任务      STR值：STR_QUEST_NAME_Q22061
任务ID:22062 名字:[功勋/每周]消灭古鲁鲁      STR值：STR_QUEST_NAME_Q22062
任务ID:22063 名字:[功勋/每日/组队]消灭凶恶的古鲁鲁      STR值：STR_QUEST_NAME_Q22063
任务ID:22064 名字:[功勋/每周]整顿艾诺斯森林      STR值：STR_QUEST_NAME_Q22064
任务ID:22065 名字:[功勋/每日/组队]整顿最初石原      STR值：STR_QUEST_NAME_Q22065
任务ID:22066 名字:[功勋]根源的战斗      STR值：STR_QUEST_NAME_Q22066
任务ID:22067 名字:秘密交易      STR值：STR_QUEST_NAME_Q22067
任务ID:22068 名字:前往提亚玛兰塔之眼      STR值：STR_QUEST_NAME_Q22068
任务ID:22400 名字:提高大剑的性能      STR值：STR_QUEST_NAME_Q22400
任务ID:22401 名字:提高战棍的性能      STR值：STR_QUEST_NAME_Q22401
任务ID:22402 名字:提高战戟的性能      STR值：STR_QUEST_NAME_Q22402
任务ID:22403 名字:提高宝珠的性能      STR值：STR_QUEST_NAME_Q22403
任务ID:22404 名字:提高法杖的性能      STR值：STR_QUEST_NAME_Q22404
任务ID:22405 名字:提高法书的性能      STR值：STR_QUEST_NAME_Q22405
任务ID:22406 名字:提高弓的性能      STR值：STR_QUEST_NAME_Q22406
任务ID:22407 名字:提高长剑的性能      STR值：STR_QUEST_NAME_Q22407
任务ID:22408 名字:提高短剑的性能      STR值：STR_QUEST_NAME_Q22408
任务ID:22409 名字:提高魔力枪的性能      STR值：STR_QUEST_NAME_Q22409
任务ID:22410 名字:提高魔力炮的性能      STR值：STR_QUEST_NAME_Q22410
任务ID:22411 名字:提高弦乐器的性能      STR值：STR_QUEST_NAME_Q22411
任务ID:22412 名字:提高启动钥匙的性能      STR值：STR_QUEST_NAME_Q22412
任务ID:22500 名字:了解卡塔拉姆讨伐军      STR值：STR_QUEST_NAME_Q22500
任务ID:22501 名字:强化治安      STR值：STR_QUEST_NAME_Q22501
任务ID:22502 名字:清除损坏的城墙      STR值：STR_QUEST_NAME_Q22502
任务ID:22503 名字:找出间谍      STR值：STR_QUEST_NAME_Q22503
任务ID:22504 名字:找医务兵帮忙      STR值：STR_QUEST_NAME_Q22504
任务ID:22505 名字:侦察卡塔拉姆派遣队      STR值：STR_QUEST_NAME_Q22505
任务ID:22506 名字:失败的真相      STR值：STR_QUEST_NAME_Q22506
任务ID:22507 名字:危险的龙信徒      STR值：STR_QUEST_NAME_Q22507
任务ID:22508 名字:监视之眼      STR值：STR_QUEST_NAME_Q22508
任务ID:22509 名字:周密的计划      STR值：STR_QUEST_NAME_Q22509
任务ID:22510 名字:龙信徒巢穴中的侦察队员      STR值：STR_QUEST_NAME_Q22510
任务ID:22511 名字:扫荡龙信徒      STR值：STR_QUEST_NAME_Q22511
任务ID:22512 名字:和奥德石相似的矿石      STR值：STR_QUEST_NAME_Q22512
任务ID:22513 名字:可怕的白虎      STR值：STR_QUEST_NAME_Q22513
任务ID:22514 名字:无尽的精神战      STR值：STR_QUEST_NAME_Q22514
任务ID:22515 名字:研究符文族生活      STR值：STR_QUEST_NAME_Q22515
任务ID:22516 名字:遗迹保护者      STR值：STR_QUEST_NAME_Q22516
任务ID:22517 名字:防止破坏      STR值：STR_QUEST_NAME_Q22517
任务ID:22518 名字:可疑的东西      STR值：STR_QUEST_NAME_Q22518
任务ID:22519 名字:过剩的繁殖力      STR值：STR_QUEST_NAME_Q22519
任务ID:22520 名字:重要的客人      STR值：STR_QUEST_NAME_Q22520
任务ID:22521 名字:必须掩盖的失误      STR值：STR_QUEST_NAME_Q22521
任务ID:22522 名字:侦察哨所      STR值：STR_QUEST_NAME_Q22522
任务ID:22523 名字:进军的理由      STR值：STR_QUEST_NAME_Q22523
任务ID:22524 名字:意外的情报      STR值：STR_QUEST_NAME_Q22524
任务ID:22525 名字:防止洗脑      STR值：STR_QUEST_NAME_Q22525
任务ID:22526 名字:恪守日程      STR值：STR_QUEST_NAME_Q22526
任务ID:22527 名字:偶然的发现      STR值：STR_QUEST_NAME_Q22527
任务ID:22528 名字:无法复原的同伴      STR值：STR_QUEST_NAME_Q22528
任务ID:22529 名字:回收可可纳斯篮子      STR值：STR_QUEST_NAME_Q22529
任务ID:22530 名字:清除变种可可纳斯      STR值：STR_QUEST_NAME_Q22530
任务ID:22531 名字:可可纳斯小偷      STR值：STR_QUEST_NAME_Q22531
任务ID:22532 名字:管理农场      STR值：STR_QUEST_NAME_Q22532
任务ID:22533 名字:礼物篮      STR值：STR_QUEST_NAME_Q22533
任务ID:22534 名字:奇怪的本子      STR值：STR_QUEST_NAME_Q22534
任务ID:22535 名字:白色的哀悼      STR值：STR_QUEST_NAME_Q22535
任务ID:22536 名字:精灵的威胁      STR值：STR_QUEST_NAME_Q22536
任务ID:22537 名字:森林的保护者      STR值：STR_QUEST_NAME_Q22537
任务ID:22538 名字:调查异常状态      STR值：STR_QUEST_NAME_Q22538
