html_page_name,page_id,page_constant,page_mapping,action_id,action_constant,action_mapping,occurrences,distinct_quests,button_text_samples_zh
select2_1_3,1396,HTML_PAGE_SELECT2_1_3,exact,10029,HACTION_SETPRO30,exact,2,2,是的，请给我鞋子。 | 决定为鞋。
select2_1_3,1396,HTML_PAGE_SELECT2_1_3,exact,1353,HACTION_SELECT2_1,exact,2,2,请他再说一遍。
select2_1_3,1396,HTML_PAGE_SELECT2_1_3,exact,1354,HACTION_SELECT2_1_1,exact,2,2,不，请给我手套。 | 改为手套。
select2_1_3,1396,HTML_PAGE_SELECT2_1_3,exact,1355,HACTION_SELECT2_1_1_1,exact,2,2,点头。 | 点头
select2_1_3,1396,HTML_PAGE_SELECT2_1_3,exact,1375,HACTION_SELECT2_1_2,exact,2,2,不，请给我护肩。 | 改为护肩。
select2_1_4,1417,HTML_PAGE_SELECT2_1_4,exact,1375,HACTION_SELECT2_1_2,exact,2,2,“因为永恒之塔正在崩溃。”
select2_1_4,1417,HTML_PAGE_SELECT2_1_4,exact,1396,HACTION_SELECT2_1_3,exact,2,2,“因为亚特雷亚的奥德的能量正在枯竭。”
select2_2,1438,HTML_PAGE_SELECT2_2,exact,10000,HACTION_SETPRO1,exact,4,4,结束对话。
select2_2,1438,HTML_PAGE_SELECT2_2,exact,10001,HACTION_SETPRO2,exact,7,7,说明白了。 | 结束对话。 | 准备好了。 | 拿出嘉喔隆的笔记。 | 喝酒。
select2_2,1438,HTML_PAGE_SELECT2_2,exact,10019,HACTION_SETPRO20,exact,1,1,结束对话。
select2_2,1438,HTML_PAGE_SELECT2_2,exact,10020,HACTION_SETPRO21,exact,2,2,拿出第二种料理。
select2_2,1438,HTML_PAGE_SELECT2_2,exact,1008,HACTION_FINISH_DIALOG,exact,34,34,结束对话。 | 说还是不会喝。
select2_2,1438,HTML_PAGE_SELECT2_2,exact,1009,HACTION_SELECT_QUEST_REWARD,exact,3,3,“是我选的。” | 报告结果。 | 回答说雪人好像是犯人，并且已经将雪人消灭。
select2_2,1438,HTML_PAGE_SELECT2_2,exact,1353,HACTION_SELECT2_1,exact,2,2,“是由于永恒之塔裂成了2块。”
select2_2,1438,HTML_PAGE_SELECT2_2,exact,1354,HACTION_SELECT2_1_1,exact,8,8,支付2万基纳。 | 说要再考虑一下。 | 让我再想想。
select2_2,1438,HTML_PAGE_SELECT2_2,exact,1375,HACTION_SELECT2_1_2,exact,2,2,询问做什么事。 | 询问要做什么事。
select2_2,1438,HTML_PAGE_SELECT2_2,exact,1439,HACTION_SELECT2_2_1,exact,9,9,继续听。 | 是爱。 | 询问是谁。 | 继续听故事。 | 说不知道打开箱子的方法。
select2_2,1438,HTML_PAGE_SELECT2_2,exact,1460,HACTION_SELECT2_2_2,exact,3,3,是真相。
select2_2,1438,HTML_PAGE_SELECT2_2,exact,1523,HACTION_SELECT2_3,exact,5,5,继续听。 | 了解合作竞技场的规则。 | “是龙族制造的空间。”
select2_2,1438,HTML_PAGE_SELECT2_2,exact,1779,HACTION_SELECT3_2,exact,6,6,说要以单身身份活动。 | 我会站在单身汉这边进行活动。
select2_2_1,1439,HTML_PAGE_SELECT2_2_1,exact,10001,HACTION_SETPRO2,exact,3,3,瞬间移动到阿塔兰特那里。 | 结束对话。
select2_2_1,1439,HTML_PAGE_SELECT2_2_1,exact,1008,HACTION_FINISH_DIALOG,exact,1,1,结束对话。
select2_2_1,1439,HTML_PAGE_SELECT2_2_1,exact,1440,HACTION_SELECT2_2_1_1,exact,3,3,继续听。 | 答应他的请求。 | 询问有没有什么好办法。
select2_2_1_1,1440,HTML_PAGE_SELECT2_2_1_1,exact,10000,HACTION_SETPRO1,exact,1,1,结束对话。
select2_2_1_1,1440,HTML_PAGE_SELECT2_2_1_1,exact,10001,HACTION_SETPRO2,exact,1,1,结束对话。
select2_2_1_1,1440,HTML_PAGE_SELECT2_2_1_1,exact,10002,HACTION_SETPRO3,exact,1,1,结束对话。
select2_2_2,1460,HTML_PAGE_SELECT2_2_2,exact,1461,HACTION_SELECT2_2_2_1,exact,3,3,真相是绝对的。
select2_2_2,1460,HTML_PAGE_SELECT2_2_2,exact,1466,HACTION_SELECT2_2_2_2,exact,3,3,真相是相对的。
select2_3,1523,HTML_PAGE_SELECT2_3,exact,10000,HACTION_SETPRO1,exact,3,3,结束对话。
select2_3,1523,HTML_PAGE_SELECT2_3,exact,1008,HACTION_FINISH_DIALOG,exact,10,10,结束对话。
select2_3,1523,HTML_PAGE_SELECT2_3,exact,1009,HACTION_SELECT_QUEST_REWARD,exact,2,2,“是我选的。” | 报告结果。
select2_3,1523,HTML_PAGE_SELECT2_3,exact,1353,HACTION_SELECT2_1,exact,2,2,“是由于永恒之塔裂成了2块。”
select2_3,1523,HTML_PAGE_SELECT2_3,exact,1438,HACTION_SELECT2_2,exact,2,2,“是由于大崩溃时结界产生了裂缝。”
select2_3,1523,HTML_PAGE_SELECT2_3,exact,1524,HACTION_SELECT2_3_1,exact,2,2,继续听故事。 | 恳求他，说是急需的东西。
select2_3_1,1524,HTML_PAGE_SELECT2_3_1,exact,1525,HACTION_SELECT2_3_1_1,exact,2,2,好像听说过这个传说。 | 点头。
select2_3_1_1,1525,HTML_PAGE_SELECT2_3_1_1,exact,10000,HACTION_SETPRO1,exact,1,1,结束对话。
select2_3_1_1,1525,HTML_PAGE_SELECT2_3_1_1,exact,10001,HACTION_SETPRO2,exact,1,1,结束对话。
select2_4,1608,HTML_PAGE_SELECT2_4,exact,1008,HACTION_FINISH_DIALOG,exact,5,5,结束对话。
select2_4,1608,HTML_PAGE_SELECT2_4,exact,1009,HACTION_SELECT_QUEST_REWARD,exact,1,1,报告结果。
select2_4,1608,HTML_PAGE_SELECT2_4,exact,10255,HACTION_SET_SUCCEED,exact,2,2,结束对话 | 结束对话。
select2_4,1608,HTML_PAGE_SELECT2_4,exact,1609,HACTION_SELECT2_4_1,exact,8,8,拿出报告书。 | 询问巨神兵的事情。 | 询问空中结界膜生成器的位置。 | 点头。 | 报告结果。
select2_4_1,1609,HTML_PAGE_SELECT2_4_1,exact,10010,HACTION_SETPRO11,exact,2,2,结束对话。
select2_4_1,1609,HTML_PAGE_SELECT2_4_1,exact,10011,HACTION_SETPRO12,exact,1,1,结束对话。
select2_4_1,1609,HTML_PAGE_SELECT2_4_1,exact,10255,HACTION_SET_SUCCEED,exact,4,4,结束对话。
select2_4_1,1609,HTML_PAGE_SELECT2_4_1,exact,1610,HACTION_SELECT2_4_1_1,exact,1,1,让他讲讲详细的情况。
select2_4_1_1,1610,HTML_PAGE_SELECT2_4_1_1,exact,10010,HACTION_SETPRO11,exact,1,1,结束对话。
select3,1693,HTML_PAGE_SELECT3,exact,10000,HACTION_SETPRO1,exact,2,2,说马上出发。 | “走吧。”
select3,1693,HTML_PAGE_SELECT3,exact,10001,HACTION_SETPRO2,exact,74,74,结束对话。 | 停止查看。 | 收下报告书。 | 结束调查。 | 调查内容。
select3,1693,HTML_PAGE_SELECT3,exact,10002,HACTION_SETPRO3,exact,101,97,替换奥德波动石。 | 停止查看。 | 结束对话。 | 进入次元之门。 | 收起伊德凝胶箱子。
select3,1693,HTML_PAGE_SELECT3,exact,1008,HACTION_FINISH_DIALOG,exact,26,26,结束对话。 | 停止。 | 关闭箱子。 | 想想送给比尔利是不是更好。 | 继续听。
select3,1693,HTML_PAGE_SELECT3,exact,1009,HACTION_SELECT_QUEST_REWARD,exact,33,33,回答说已经帮完回来了。 | 回答很好。 | 报告结果。 | 陈述结果。 | 点头。
select3,1693,HTML_PAGE_SELECT3,exact,10255,HACTION_SET_SUCCEED,exact,14,14,结束对话。 | 引爆最新型苏尔卡纳。 | 献上花束。
select3,1693,HTML_PAGE_SELECT3,exact,1694,HACTION_SELECT3_1,exact,459,459,转达艾尔米提亚的话。 | 继续听。 | 碰了碰被缠住的守护者。 | 说可以帮助他。 | 转达贝尔塞蒂的话。
select3,1693,HTML_PAGE_SELECT3,exact,1779,HACTION_SELECT3_2,exact,11,11,说看到他们在和龙族战斗。 | 试着摧毁。 | 我想来找回失去的记忆。 | 拒绝好意。 | “实际上是我干的。”
select3,1693,HTML_PAGE_SELECT3,exact,1864,HACTION_SELECT3_3,exact,4,4,试着触摸。 | “经过调查，没查出是谁干的。” | “在第一次天魔战争的时候。”
select3,1693,HTML_PAGE_SELECT3,exact,20002,HACTION_CHECK_USER_HAS_QUEST_ITEM_SIMPLE,exact,3,3,拿出搜集物品。
select3,1693,HTML_PAGE_SELECT3,exact,2034,HACTION_SELECT4,exact,1,1,“不是，不是我的斧头。”
select3,1693,HTML_PAGE_SELECT3,exact,2375,HACTION_SELECT5,exact,1,1,把羽衣交给他。
select3,1693,HTML_PAGE_SELECT3,exact,39,HACTION_CHECK_USER_HAS_QUEST_ITEM,exact,58,58,拿出观察之眼。 | 拿出艾洛昆的腰带。 | 拿出发光的泥土标本。 | 拿出陈旧的龙族文件。 | 拿出散落的布里特拉计划书。
select3_1,1694,HTML_PAGE_SELECT3_1,exact,10000,HACTION_SETPRO1,exact,8,8,结束对话。 | 说明纳姆斯的事情。 | “对，是这样的。”
select3_1,1694,HTML_PAGE_SELECT3_1,exact,10001,HACTION_SETPRO2,exact,170,170,结束对话。 | 点头。 | 停止展开。 | 结束任务。 | 盖上记录之书。
select3_1,1694,HTML_PAGE_SELECT3_1,exact,10002,HACTION_SETPRO3,exact,171,171,结束对话。 | 放弃并后退。 | 登上战舰。 | 抓住罗特亚斯的树枝。 | 回答说准备好了。
select3_1,1694,HTML_PAGE_SELECT3_1,exact,10006,HACTION_SETPRO7,exact,4,4,结束对话。 | 结束对话
select3_1,1694,HTML_PAGE_SELECT3_1,exact,10011,HACTION_SETPRO12,exact,1,1,“听您一说，罪犯好像应该是蛇妖。”
select3_1,1694,HTML_PAGE_SELECT3_1,exact,10029,HACTION_SETPRO30,exact,2,2,获取第三种图案。
select3_1,1694,HTML_PAGE_SELECT3_1,exact,1008,HACTION_FINISH_DIALOG,exact,12,12,结束对话。 | 停止查看。 | 停止察看。 | 结束观察。
select3_1,1694,HTML_PAGE_SELECT3_1,exact,1009,HACTION_SELECT_QUEST_REWARD,exact,3,3,点头。 | 把手放到穆您的手掌上。
select3_1,1694,HTML_PAGE_SELECT3_1,exact,10255,HACTION_SET_SUCCEED,exact,17,17,结束对话。 | 移动到守护者殿堂。
select3_1,1694,HTML_PAGE_SELECT3_1,exact,1695,HACTION_SELECT3_1_1,exact,83,83,净化、筛选、安息？ | 继续听。 | 说非常吃惊。 | 询问是否接到了命令。 | 询问关于永恒之塔裂缝和贤者行踪的事情。
select3_1,1694,HTML_PAGE_SELECT3_1,exact,1716,HACTION_SELECT3_1_2,exact,1,1,要是我的话，我不会那么做的。
select3_1,1694,HTML_PAGE_SELECT3_1,exact,1779,HACTION_SELECT3_2,exact,10,10,试着摧毁。 | 继续听。 | 询问还有没有别的话要说。 | “在大崩溃以后。” | 远远地看了看，他好像已经死了。
select3_1,1694,HTML_PAGE_SELECT3_1,exact,1864,HACTION_SELECT3_3,exact,3,3,试着触摸。 | “在第一次天魔战争的时候。”
select3_1,1694,HTML_PAGE_SELECT3_1,exact,2034,HACTION_SELECT4,exact,1,1,“仔细看了看，这不是我的斧头。”
select3_1,1694,HTML_PAGE_SELECT3_1,exact,2035,HACTION_SELECT4_1,exact,2,2,继续听。
select3_1,1694,HTML_PAGE_SELECT3_1,exact,39,HACTION_CHECK_USER_HAS_QUEST_ITEM,exact,2,2,拿出材料。 | 拿出材料，并告诉他方法。
select3_1_1,1695,HTML_PAGE_SELECT3_1_1,exact,10000,HACTION_SETPRO1,exact,3,3,点头。 | 结束对话。
select3_1_1,1695,HTML_PAGE_SELECT3_1_1,exact,10001,HACTION_SETPRO2,exact,7,7,结束对话。
select3_1_1,1695,HTML_PAGE_SELECT3_1_1,exact,10002,HACTION_SETPRO3,exact,45,45,结束对话。 | 说知道了。 | 说谢谢。 | 知道了。 | 闭上眼睛。
select3_1_1,1695,HTML_PAGE_SELECT3_1_1,exact,10011,HACTION_SETPRO12,exact,1,1,“听您一说，罪犯好像应该是蛇妖。”
select3_1_1,1695,HTML_PAGE_SELECT3_1_1,exact,1008,HACTION_FINISH_DIALOG,exact,2,2,结束对话。
select3_1_1,1695,HTML_PAGE_SELECT3_1_1,exact,10255,HACTION_SET_SUCCEED,exact,18,18,结束对话。
select3_1_1,1695,HTML_PAGE_SELECT3_1_1,exact,1696,HACTION_SELECT3_1_1_1,exact,9,9,询问在这里有没有找到什么。 | 我想回到奥德的流动当中去。 | 说愿意帮她。 | 继续听。 | 再等一会儿。
select3_1_1,1695,HTML_PAGE_SELECT3_1_1,exact,1716,HACTION_SELECT3_1_2,exact,2,2,回答是普埃塔。 | 回答说是特米伦要塞。
select3_1_1,1695,HTML_PAGE_SELECT3_1_1,exact,1737,HACTION_SELECT3_1_3,exact,2,2,回答是贝尔特伦。 | 回答说是硫磺树要塞。
select3_1_1,1695,HTML_PAGE_SELECT3_1_1,exact,1758,HACTION_SELECT3_1_4,exact,2,2,回答是埃尔特内。 | 回答说是普利姆要塞。
select3_1_1_1,1696,HTML_PAGE_SELECT3_1_1_1,exact,10002,HACTION_SETPRO3,exact,7,7,说知道了。 | 结束对话 | 回答说知道了。 | 点头。 | 结束对话。
select3_1_1_1,1696,HTML_PAGE_SELECT3_1_1_1,exact,10010,HACTION_SETPRO11,exact,1,1,“原来真的像我想得那样，雷帕尔革命团才是罪犯。”
select3_1_1_1,1696,HTML_PAGE_SELECT3_1_1_1,exact,1701,HACTION_SELECT3_1_1_2,exact,2,2,“由泰尔拉斯指挥的暴风军团。”
select3_1_1_1,1696,HTML_PAGE_SELECT3_1_1_1,exact,1706,HACTION_SELECT3_1_1_3,exact,2,2,“由布雷亚斯指挥的银辉军团。” | “是由特拉乌普尼尔智慧的黑色火焰军团。”
select3_1_1_1,1696,HTML_PAGE_SELECT3_1_1_1,exact,1711,HACTION_SELECT3_1_1_4,exact,2,2,“内扎坎主神麾下的神庙。”
select3_1_1_1,1696,HTML_PAGE_SELECT3_1_1_1,exact,1779,HACTION_SELECT3_2,exact,1,1,继续听。
select3_1_1_2,1701,HTML_PAGE_SELECT3_1_1_2,exact,10002,HACTION_SETPRO3,exact,2,2,结束对话。
select3_1_1_3,1706,HTML_PAGE_SELECT3_1_1_3,exact,1701,HACTION_SELECT3_1_1_2,exact,2,2,“由泰尔拉斯指挥的暴风军团。”
select3_1_1_3,1706,HTML_PAGE_SELECT3_1_1_3,exact,1711,HACTION_SELECT3_1_1_4,exact,2,2,“内扎坎主神麾下的神庙。”
select3_1_1_4,1711,HTML_PAGE_SELECT3_1_1_4,exact,1701,HACTION_SELECT3_1_1_2,exact,2,2,“由泰尔拉斯指挥的暴风军团。”
select3_1_1_4,1711,HTML_PAGE_SELECT3_1_1_4,exact,1706,HACTION_SELECT3_1_1_3,exact,2,2,“由布雷亚斯指挥的银辉军团。” | “是由特拉乌普尼尔智慧的黑色火焰军团。”
select3_1_2,1716,HTML_PAGE_SELECT3_1_2,exact,10003,HACTION_SETPRO4,exact,1,1,结束对话。
select3_1_2,1716,HTML_PAGE_SELECT3_1_2,exact,1695,HACTION_SELECT3_1_1,exact,1,1,真的不后悔吗？
select3_1_2,1716,HTML_PAGE_SELECT3_1_2,exact,1737,HACTION_SELECT3_1_3,exact,2,2,回答是贝尔特伦。 | 回答说是硫磺树要塞。
select3_1_2,1716,HTML_PAGE_SELECT3_1_2,exact,1758,HACTION_SELECT3_1_4,exact,2,2,回答是埃尔特内。 | 回答说是普利姆要塞。
select3_1_3,1737,HTML_PAGE_SELECT3_1_3,exact,1696,HACTION_SELECT3_1_1_1,exact,1,1,点头。
select3_1_3,1737,HTML_PAGE_SELECT3_1_3,exact,1716,HACTION_SELECT3_1_2,exact,1,1,回答说是特米伦要塞。
select3_1_3,1737,HTML_PAGE_SELECT3_1_3,exact,1758,HACTION_SELECT3_1_4,exact,1,1,回答说是普利姆要塞。
select3_1_4,1758,HTML_PAGE_SELECT3_1_4,exact,1696,HACTION_SELECT3_1_1_1,exact,1,1,点头。
select3_1_4,1758,HTML_PAGE_SELECT3_1_4,exact,1716,HACTION_SELECT3_1_2,exact,1,1,回答是普埃塔。
select3_1_4,1758,HTML_PAGE_SELECT3_1_4,exact,1737,HACTION_SELECT3_1_3,exact,1,1,回答是贝尔特伦。
select3_2,1779,HTML_PAGE_SELECT3_2,exact,10001,HACTION_SETPRO2,exact,10,10,结束对话。 | 说明详细的情况。
select3_2,1779,HTML_PAGE_SELECT3_2,exact,10002,HACTION_SETPRO3,exact,17,13,结束对话。 | 说要去普埃塔。 | 说要去贝尔特伦。 | 说要去极乐世界。 | 是
select3_2,1779,HTML_PAGE_SELECT3_2,exact,10003,HACTION_SETPRO4,exact,8,8,移动到达弥努森林。 | 抓住罗特亚斯的树枝。 | 结束对话。 | 您快走吧！ | 说不管怎样，反正看到了尸体。
select3_2,1779,HTML_PAGE_SELECT3_2,exact,10030,HACTION_SETPRO31,exact,2,2,拿出第三种料理。
select3_2,1779,HTML_PAGE_SELECT3_2,exact,1008,HACTION_FINISH_DIALOG,exact,14,14,停止查看。 | 结束对话。 | 结束查看。 | 拒绝好意。 | 说还是不会喝。
select3_2,1779,HTML_PAGE_SELECT3_2,exact,10255,HACTION_SET_SUCCEED,exact,2,2,结束对话。
select3_2,1779,HTML_PAGE_SELECT3_2,exact,1694,HACTION_SELECT3_1,exact,2,2,试着舔舔。 | 说雅芬哈尔其实没有死。
select3_2,1779,HTML_PAGE_SELECT3_2,exact,1695,HACTION_SELECT3_1_1,exact,2,2,点头。
select3_2,1779,HTML_PAGE_SELECT3_2,exact,1780,HACTION_SELECT3_2_1,exact,5,5,询问关于永恒之塔裂缝和贤者行踪的事情。 | 将卡西亚斯的话转告给他。 | 转告马邦塔说的话。 | 转达卡西亚斯的话。
select3_2,1779,HTML_PAGE_SELECT3_2,exact,1864,HACTION_SELECT3_3,exact,1,1,试着触摸。
select3_2_1,1780,HTML_PAGE_SELECT3_2_1,exact,1008,HACTION_FINISH_DIALOG,exact,2,2,结束对话。
select3_2_1,1780,HTML_PAGE_SELECT3_2_1,exact,1781,HACTION_SELECT3_2_1_1,exact,3,3,让他看看自己的身体。 | 点头。
select3_2_1_1,1781,HTML_PAGE_SELECT3_2_1_1,exact,10002,HACTION_SETPRO3,exact,3,3,结束对话 | 结束对话。
select3_3,1864,HTML_PAGE_SELECT3_3,exact,10002,HACTION_SETPRO3,exact,1,1,回答说真的不知道。
select3_3,1864,HTML_PAGE_SELECT3_3,exact,10004,HACTION_SETPRO5,exact,1,1,您快走吧！
select3_3,1864,HTML_PAGE_SELECT3_3,exact,1008,HACTION_FINISH_DIALOG,exact,4,4,结束对话。
select3_3,1864,HTML_PAGE_SELECT3_3,exact,1694,HACTION_SELECT3_1,exact,2,2,“在和龙族的千年战争的时候。”
select3_3,1864,HTML_PAGE_SELECT3_3,exact,1695,HACTION_SELECT3_1_1,exact,1,1,继续调查。
select3_3,1864,HTML_PAGE_SELECT3_3,exact,1779,HACTION_SELECT3_2,exact,2,2,“在大崩溃以后。”
select3_3,1864,HTML_PAGE_SELECT3_3,exact,1865,HACTION_SELECT3_3_1,exact,4,4,询问关于永恒之塔裂缝和贤者行踪的事情。 | 将卡西亚斯的话转告给他。 | 转达卡西亚斯的话。
select3_3_1,1865,HTML_PAGE_SELECT3_3_1,exact,1008,HACTION_FINISH_DIALOG,exact,2,2,结束对话。
select3_3_1,1865,HTML_PAGE_SELECT3_3_1,exact,1866,HACTION_SELECT3_3_1_1,exact,2,2,告诉她死过之后变成了不死族。 | 让她回到奥德的流动中去。
select3_3_1_1,1866,HTML_PAGE_SELECT3_3_1_1,exact,10002,HACTION_SETPRO3,exact,2,2,结束对话 | 结束对话。
select3_4,1949,HTML_PAGE_SELECT3_4,exact,1950,HACTION_SELECT3_4_1,exact,7,7,询问巨神兵的事情。 | 询问关于永恒之塔裂缝和贤者行踪的事情。 | 将卡西亚斯的话转告给他。 | 转达卡西亚斯的话。 | 请求在球中注入祝福的气息。
select3_4_1,1950,HTML_PAGE_SELECT3_4_1,exact,10011,HACTION_SETPRO12,exact,2,2,结束对话。
select3_4_1,1950,HTML_PAGE_SELECT3_4_1,exact,1008,HACTION_FINISH_DIALOG,exact,2,2,结束对话。
select3_4_1,1950,HTML_PAGE_SELECT3_4_1,exact,1951,HACTION_SELECT3_4_1_1,exact,3,3,询问进入那里的方法。 | 点头。
select3_4_1_1,1951,HTML_PAGE_SELECT3_4_1_1,exact,10002,HACTION_SETPRO3,exact,2,2,结束对话 | 结束对话。
select3_4_1_1,1951,HTML_PAGE_SELECT3_4_1_1,exact,10011,HACTION_SETPRO12,exact,1,1,结束对话。
select4,2034,HTML_PAGE_SELECT4,exact,10000,HACTION_SETPRO1,exact,1,1,不是，都不是我丢的那只斧头。
select4,2034,HTML_PAGE_SELECT4,exact,10001,HACTION_SETPRO2,exact,11,11,结束对话。 | 想一想该怎么办。 | 思索，不知道该把戒指交给谁。
select4,2034,HTML_PAGE_SELECT4,exact,10002,HACTION_SETPRO3,exact,19,19,结束对话。 | 结束调查。 | 拿出复苏之药，并讲述奈夫的事情。 | 制作拓本。 | 拿出羽衣，讲述纳姆斯的事情。
select4,2034,HTML_PAGE_SELECT4,exact,10003,HACTION_SETPRO4,exact,46,46,放进标本箱。 | 装入标本箱。 | 把锯齿形状的刀插入石像。 | 停止查看。 | 回答说好的。
select4,2034,HTML_PAGE_SELECT4,exact,1008,HACTION_FINISH_DIALOG,exact,77,77,结束对话。 | 再考虑一下。 | 不管他。 | 停止。 | 想想送给奈夫是不是更好。
select4,2034,HTML_PAGE_SELECT4,exact,1009,HACTION_SELECT_QUEST_REWARD,exact,29,29,"""拿出10,000,000基纳。"" | ""拿出15,000,000基纳。"" | ""拿出20,000,000基纳。"" | 讲述在杜卡基采掘场发生的事情。 | 报告结果。"
select4,2034,HTML_PAGE_SELECT4,exact,10255,HACTION_SET_SUCCEED,exact,14,14,说知道了。 | 结束对话。 | 举起手。 | 点头。 | 打开箱子。
select4,2034,HTML_PAGE_SELECT4,exact,2035,HACTION_SELECT4_1,exact,260,260,收下奥德波动石。 | 询问究竟怎么做才能帮他。 | 报告结果。 | 拿出破烂不堪的羊皮纸。 | 点头。
select4,2034,HTML_PAGE_SELECT4,exact,2120,HACTION_SELECT4_2,exact,6,6,眼神的注视下，我的心狂跳不已。 | 如实告诉他，她不可能会回来了。 | 回答只要除掉结界膜生成者就行了。 | 回答说已经干掉了。 | 回答说只要杀死结界膜生成者就行了。
select4,2034,HTML_PAGE_SELECT4,exact,2205,HACTION_SELECT4_3,exact,3,3,火焰所包围着的漆黑地下，据说它就被埋在那里。 | 回答只要打倒守护神将就行了。 | 回答说只要打倒守护神将就行了。
select4,2034,HTML_PAGE_SELECT4,exact,39,HACTION_CHECK_USER_HAS_QUEST_ITEM,exact,70,70,"拿出魔力之核。 | 拿出现身的爪子。 | 拿出带来的东西。 | 拿出破碎的书板。 | ""拿出崇拜者的头巾和50,000基纳。"""
select4_1,2035,HTML_PAGE_SELECT4_1,exact,10000,HACTION_SETPRO1,exact,2,2,仔细看看，这不是我丢的那只斧头。 | 结束对话。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,10001,HACTION_SETPRO2,exact,4,4,点头。 | 是我丢的斧头，错不了！ | 结束对话。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,10002,HACTION_SETPRO3,exact,69,69,结束对话。 | 停止查看。 | 结束对话 | 盖上记录之书。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,10003,HACTION_SETPRO4,exact,109,109,结束对话。 | 说知道了。 | 回答说知道了。 | 收下拓本工具。 | 收下解读后的文件。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,10004,HACTION_SETPRO5,exact,2,2,拿出封印的书信。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,10006,HACTION_SETPRO7,exact,4,4,结束对话。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,10009,HACTION_SETPRO10,exact,2,2,准备好了。 | 准备好了就说一声。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,10039,HACTION_SETPRO40,exact,2,2,获取第四种图案。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,1008,HACTION_FINISH_DIALOG,exact,15,15,结束对话。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,1009,HACTION_SELECT_QUEST_REWARD,exact,4,4,继续听。 | 点头。 | 是的，准备好了。 | 是的，我准备好了。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,10255,HACTION_SET_SUCCEED,exact,16,16,结束对话。 | 交出誓约之石。 | 交出米拉詹特圣骑士之印章。 | 说知道了。 | 交出圣水。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,2036,HACTION_SELECT4_1_1,exact,43,43,问他认不认识巴斯提尔派遣队长。 | 询问破坏方法。 | 继续听。 | 继续对话。 | 卡伦？
select4_1,2035,HTML_PAGE_SELECT4_1,exact,2120,HACTION_SELECT4_2,exact,4,4,眼神的注视下，我的心狂跳不已。 | 知道了。 | 回答只要除掉结界膜生成者就行了。 | 回答说只要杀死结界膜生成者就行了。
select4_1,2035,HTML_PAGE_SELECT4_1,exact,2205,HACTION_SELECT4_3,exact,3,3,火焰所包围着的漆黑地下，据说它就被埋在那里。 | 回答只要打倒守护神将就行了。 | 回答说只要打倒守护神将就行了。
select4_1_1,2036,HTML_PAGE_SELECT4_1_1,exact,10000,HACTION_SETPRO1,exact,2,2,结束对话。
select4_1_1,2036,HTML_PAGE_SELECT4_1_1,exact,10002,HACTION_SETPRO3,exact,3,3,结束对话。
select4_1_1,2036,HTML_PAGE_SELECT4_1_1,exact,10003,HACTION_SETPRO4,exact,19,19,结束对话。 | 准备好了就说一声。
select4_1_1,2036,HTML_PAGE_SELECT4_1_1,exact,10255,HACTION_SET_SUCCEED,exact,6,6,结束对话。
select4_1_1,2036,HTML_PAGE_SELECT4_1_1,exact,2037,HACTION_SELECT4_1_1_1,exact,11,11,提议一起逃出去。 | 询问是什么计划。 | 继续听。 | 点头。 | 询问影子的命令是什么意思。
select4_1_1,2036,HTML_PAGE_SELECT4_1_1,exact,2057,HACTION_SELECT4_1_2,exact,5,5,"女王就被囚禁在那里。 | ""冷风太强了，眼睛凉？"" | 回答说是第一个。"
select4_1_1,2036,HTML_PAGE_SELECT4_1_1,exact,2078,HACTION_SELECT4_1_3,exact,5,5,"不停地打瞌睡，头还一点一点的。 | ""在风车下面等着？"" | 回答说是第二个。"
select4_1_1,2036,HTML_PAGE_SELECT4_1_1,exact,2099,HACTION_SELECT4_1_4,exact,2,2,回答说是第三个。
select4_1_1,2036,HTML_PAGE_SELECT4_1_1,exact,2120,HACTION_SELECT4_2,exact,2,2,"""到外面去调查？"""
select4_1_1_1,2037,HTML_PAGE_SELECT4_1_1_1,exact,10003,HACTION_SETPRO4,exact,12,12,结束对话。 | 思考含义。 | 收下卡伦给的画。 | 飞往洞穴。
select4_1_1_1,2037,HTML_PAGE_SELECT4_1_1_1,exact,2042,HACTION_SELECT4_1_1_2,exact,2,2,回答说是第一个。
select4_1_1_1,2037,HTML_PAGE_SELECT4_1_1_1,exact,2047,HACTION_SELECT4_1_1_3,exact,2,2,回答说是第二个。
select4_1_1_1,2037,HTML_PAGE_SELECT4_1_1_1,exact,2052,HACTION_SELECT4_1_1_4,exact,2,2,回答说是第三个。
select4_1_1_2,2042,HTML_PAGE_SELECT4_1_1_2,exact,2037,HACTION_SELECT4_1_1_1,exact,1,1,布里特拉大人向着那里出发了。
select4_1_1_2,2042,HTML_PAGE_SELECT4_1_1_2,exact,2047,HACTION_SELECT4_1_1_3,exact,3,3,装作没听见。 | 回答说是第二个。
